gen	nevals	avg	std	min	max
677	605   	0  	0  	0  	0  
678	600   	0  	0  	0  	0  
679	586   	0  	0  	0  	0  
680	647   	0  	0  	0  	0  
681	592   	0  	0  	0  	0  
682	601   	0  	0  	0  	0  
683	598   	0  	0  	0  	0  
684	658   	0  	0  	0  	0  
685	598   	0  	0  	0  	0  
686	575   	0  	0  	0  	0  
687	623   	0  	0  	0  	0  
688	587   	0  	0  	0  	0  
689	612   	0  	0  	0  	0  
690	598   	0  	0  	0  	0  
691	571   	0  	0  	0  	0  
692	596   	0  	0  	0  	0  
693	599   	0  	0  	0  	0  
694	638   	0  	0  	0  	0  
695	558   	0  	0  	0  	0  
696	588   	0  	0  	0  	0  
697	602   	0  	0  	0  	0  
698	601   	0  	0  	0  	0  
699	588   	0  	0  	0  	0  
700	612   	0  	0  	0  	0  
701	582   	0  	0  	0  	0  
702	605   	0  	0  	0  	0  
703	620   	0  	0  	0  	0  
704	600   	0  	0  	0  	0  
705	593   	0  	0  	0  	0  
706	622   	0  	0  	0  	0  
707	603   	0  	0  	0  	0  
708	585   	0  	0  	0  	0  
709	606   	0  	0  	0  	0  
710	571   	0  	0  	0  	0  
711	624   	0  	0  	0  	0  
712	608   	0  	0  	0  	0  
713	603   	0  	0  	0  	0  
714	620   	0  	0  	0  	0  
715	597   	0  	0  	0  	0  
716	600   	0  	0  	0  	0  
717	598   	0  	0  	0  	0  
718	602   	0  	0  	0  	0  
719	601   	0  	0  	0  	0  
720	589   	0  	0  	0  	0  
721	596   	0  	0  	0  	0  
722	604   	0  	0  	0  	0  
723	597   	0  	0  	0  	0  
724	633   	0  	0  	0  	0  
725	636   	0  	0  	0  	0  
726	634   	0  	0  	0  	0  
727	606   	0  	0  	0  	0  
728	569   	0  	0  	0  	0  
729	570   	0  	0  	0  	0  
730	588   	0  	0  	0  	0  
731	614   	0  	0  	0  	0  
732	620   	0  	0  	0  	0  
733	592   	0  	0  	0  	0  
734	578   	0  	0  	0  	0  
735	596   	0  	0  	0  	0  
736	647   	0  	0  	0  	0  
737	575   	0  	0  	0  	0  
738	615   	0  	0  	0  	0  
739	640   	0  	0  	0  	0  
740	607   	0  	0  	0  	0  
741	601   	0  	0  	0  	0  
742	591   	0  	0  	0  	0  
743	624   	0  	0  	0  	0  
744	557   	0  	0  	0  	0  
745	640   	0  	0  	0  	0  
746	595   	0  	0  	0  	0  
747	590   	0  	0  	0  	0  
748	594   	0  	0  	0  	0  
749	547   	0  	0  	0  	0  
750	603   	0  	0  	0  	0  
751	592   	0  	0  	0  	0  
752	594   	0  	0  	0  	0  
753	595   	0  	0  	0  	0  
754	610   	0  	0  	0  	0  
755	589   	0  	0  	0  	0  
756	599   	0  	0  	0  	0  
757	611   	0  	0  	0  	0  
758	595   	0  	0  	0  	0  
759	595   	0  	0  	0  	0  
760	579   	0  	0  	0  	0  
761	582   	0  	0  	0  	0  
762	605   	0  	0  	0  	0  
763	585   	0  	0  	0  	0  
764	604   	0  	0  	0  	0  
765	573   	0  	0  	0  	0  
766	604   	0  	0  	0  	0  
767	588   	0  	0  	0  	0  
768	625   	0  	0  	0  	0  
769	571   	0  	0  	0  	0  
770	595   	0  	0  	0  	0  
771	611   	0  	0  	0  	0  
772	644   	0  	0  	0  	0  
773	597   	0  	0  	0  	0  
774	600   	0  	0  	0  	0  
775	609   	0  	0  	0  	0  
776	620   	0  	0  	0  	0  
777	587   	0  	0  	0  	0  
778	588   	0  	0  	0  	0  
779	621   	0  	0  	0  	0  
780	607   	0  	0  	0  	0  
781	603   	0  	0  	0  	0  
782	584   	0  	0  	0  	0  
783	566   	0  	0  	0  	0  
784	617   	0  	0  	0  	0  
785	604   	0  	0  	0  	0  
786	581   	0  	0  	0  	0  
787	612   	0  	0  	0  	0  
788	580   	0  	0  	0  	0  
789	591   	0  	0  	0  	0  
790	590   	0  	0  	0  	0  
791	621   	0  	0  	0  	0  
792	584   	0  	0  	0  	0  
793	619   	0  	0  	0  	0  
794	596   	0  	0  	0  	0  
795	575   	0  	0  	0  	0  
796	604   	0  	0  	0  	0  
797	563   	0  	0  	0  	0  
798	606   	0  	0  	0  	0  
799	574   	0  	0  	0  	0  
800	610   	0  	0  	0  	0  
801	624   	0  	0  	0  	0  
802	588   	0  	0  	0  	0  
803	596   	0  	0  	0  	0  
804	579   	0  	0  	0  	0  
805	583   	0  	0  	0  	0  
806	612   	0  	0  	0  	0  
807	599   	0  	0  	0  	0  
808	604   	0  	0  	0  	0  
809	603   	0  	0  	0  	0  
810	601   	0  	0  	0  	0  
811	675   	0  	0  	0  	0  
812	606   	0  	0  	0  	0  
